id,year,council_area,age_group,sex,number_assessed,percent_assessed
1733,2013,West Dunbartonshire,Under 20yrs old,All,33,9.01639
1734,2013,West Dunbartonshire,20 to 24 yrs old,All,46,12.56831
1735,2013,West Dunbartonshire,25 to 29 yrs old,All,61,16.66667
1736,2013,West Dunbartonshire,30 to 34 yrs old,All,78,21.31148
1737,2013,West Dunbartonshire,35 to 39 yrs old,All,63,17.21311
1738,2013,West Dunbartonshire,40 to 44 yrs old,All,49,13.38798
1739,2013,West Dunbartonshire,45+ yrs old,All,36,9.83607
1740,2013,West Dunbartonshire,Unknown,All,0,0
1741,2014,West Dunbartonshire,Under 20yrs old,All,38,10.24259
1742,2014,West Dunbartonshire,20 to 24 yrs old,All,40,10.78167
1743,2014,West Dunbartonshire,25 to 29 yrs old,All,60,16.17251
1744,2014,West Dunbartonshire,30 to 34 yrs old,All,75,20.21563
1745,2014,West Dunbartonshire,35 to 39 yrs old,All,70,18.86792
1746,2014,West Dunbartonshire,40 to 44 yrs old,All,44,11.85984
1747,2014,West Dunbartonshire,45+ yrs old,All,44,11.85984
1748,2014,West Dunbartonshire,Unknown,All,0,0
1749,2015,West Dunbartonshire,Under 20yrs old,All,9,2.90323
1750,2015,West Dunbartonshire,20 to 24 yrs old,All,35,11.29032
1751,2015,West Dunbartonshire,25 to 29 yrs old,All,42,13.54839
1752,2015,West Dunbartonshire,30 to 34 yrs old,All,52,16.77419
1753,2015,West Dunbartonshire,35 to 39 yrs old,All,71,22.90323
1754,2015,West Dunbartonshire,40 to 44 yrs old,All,59,19.03226
1755,2015,West Dunbartonshire,45+ yrs old,All,42,13.54839
1756,2015,West Dunbartonshire,Unknown,All,0,0
1757,2016,West Dunbartonshire,Under 20yrs old,All,7,2.4055
1758,2016,West Dunbartonshire,20 to 24 yrs old,All,15,5.15464
1759,2016,West Dunbartonshire,25 to 29 yrs old,All,42,14.43299
1760,2016,West Dunbartonshire,30 to 34 yrs old,All,52,17.86942
1761,2016,West Dunbartonshire,35 to 39 yrs old,All,78,26.80412
1762,2016,West Dunbartonshire,40 to 44 yrs old,All,50,17.18213
1763,2016,West Dunbartonshire,45+ yrs old,All,46,15.80756
1764,2016,West Dunbartonshire,Unknown,All,1,0.34364
1765,2017,West Dunbartonshire,Under 20yrs old,All,NA,NA
1766,2017,West Dunbartonshire,20 to 24 yrs old,All,NA,NA
1767,2017,West Dunbartonshire,25 to 29 yrs old,All,46,16.97417
1768,2017,West Dunbartonshire,30 to 34 yrs old,All,48,17.71218
1769,2017,West Dunbartonshire,35 to 39 yrs old,All,56,20.66421
1770,2017,West Dunbartonshire,40 to 44 yrs old,All,54,19.9262
1771,2017,West Dunbartonshire,45+ yrs old,All,48,17.71218
1772,2017,West Dunbartonshire,Unknown,All,0,0
1773,2019,West Dunbartonshire,Under 20yrs old,All,14,4.4164
1774,2019,West Dunbartonshire,20 to 24 yrs old,All,24,7.57098
1775,2019,West Dunbartonshire,25 to 29 yrs old,All,39,12.30284
1776,2019,West Dunbartonshire,30 to 34 yrs old,All,59,18.61199
1777,2019,West Dunbartonshire,35 to 39 yrs old,All,72,22.71293
1778,2019,West Dunbartonshire,40 to 44 yrs old,All,52,16.40379
1779,2019,West Dunbartonshire,45+ yrs old,All,57,17.98107
1780,2019,West Dunbartonshire,Unknown,All,0,0
1781,2006,Dundee City,Under 20yrs old,All,51,8.96309
1782,2006,Dundee City,20 to 24 yrs old,All,126,22.14411
1783,2006,Dundee City,25 to 29 yrs old,All,168,29.52548
1784,2006,Dundee City,30 to 34 yrs old,All,104,18.27768
1785,2006,Dundee City,35 to 39 yrs old,All,76,13.35677
1786,2006,Dundee City,40 to 44 yrs old,All,27,4.74517
1787,2006,Dundee City,45+ yrs old,All,17,2.9877
1788,2006,Dundee City,Unknown,All,0,0
1789,2007,Dundee City,Under 20yrs old,All,85,11.24339
1790,2007,Dundee City,20 to 24 yrs old,All,181,23.9418
1791,2007,Dundee City,25 to 29 yrs old,All,190,25.13228
1792,2007,Dundee City,30 to 34 yrs old,All,130,17.19577
1793,2007,Dundee City,35 to 39 yrs old,All,94,12.43386
1794,2007,Dundee City,40 to 44 yrs old,All,50,6.61376
1795,2007,Dundee City,45+ yrs old,All,26,3.43915
1796,2007,Dundee City,Unknown,All,0,0
1797,2008,Dundee City,Under 20yrs old,All,87,9.81941
1798,2008,Dundee City,20 to 24 yrs old,All,168,18.96163
1799,2008,Dundee City,25 to 29 yrs old,All,243,27.42664
1800,2008,Dundee City,30 to 34 yrs old,All,168,18.96163
1801,2008,Dundee City,35 to 39 yrs old,All,110,12.41535
1802,2008,Dundee City,40 to 44 yrs old,All,71,8.01354
1803,2008,Dundee City,45+ yrs old,All,39,4.40181
1804,2008,Dundee City,Unknown,All,0,0
1805,2009,Dundee City,Under 20yrs old,All,58,8.49195
1806,2009,Dundee City,20 to 24 yrs old,All,152,22.25476
1807,2009,Dundee City,25 to 29 yrs old,All,171,25.0366
1808,2009,Dundee City,30 to 34 yrs old,All,135,19.76574
1809,2009,Dundee City,35 to 39 yrs old,All,80,11.71303
1810,2009,Dundee City,40 to 44 yrs old,All,51,7.46706
1811,2009,Dundee City,45+ yrs old,All,36,5.27086
1812,2009,Dundee City,Unknown,All,0,0
1813,2010,Dundee City,Under 20yrs old,All,35,7.44681
1814,2010,Dundee City,20 to 24 yrs old,All,101,21.48936
1815,2010,Dundee City,25 to 29 yrs old,All,117,24.89362
1816,2010,Dundee City,30 to 34 yrs old,All,92,19.57447
1817,2010,Dundee City,35 to 39 yrs old,All,55,11.70213
1818,2010,Dundee City,40 to 44 yrs old,All,38,8.08511
1819,2010,Dundee City,45+ yrs old,All,32,6.80851
1820,2010,Dundee City,Unknown,All,0,0
1821,2011,Dundee City,Under 20yrs old,All,38,9.59596
1822,2011,Dundee City,20 to 24 yrs old,All,55,13.88889
1823,2011,Dundee City,25 to 29 yrs old,All,92,23.23232
1824,2011,Dundee City,30 to 34 yrs old,All,92,23.23232
1825,2011,Dundee City,35 to 39 yrs old,All,52,13.13131
1826,2011,Dundee City,40 to 44 yrs old,All,38,9.59596
1827,2011,Dundee City,45+ yrs old,All,29,7.32323
1828,2011,Dundee City,Unknown,All,0,0
1829,2012,Dundee City,Under 20yrs old,All,25,4.81696
1830,2012,Dundee City,20 to 24 yrs old,All,63,12.13873
1831,2012,Dundee City,25 to 29 yrs old,All,124,23.8921
1832,2012,Dundee City,30 to 34 yrs old,All,121,23.31407
1833,2012,Dundee City,35 to 39 yrs old,All,81,15.60694
1834,2012,Dundee City,40 to 44 yrs old,All,60,11.56069
1835,2012,Dundee City,45+ yrs old,All,45,8.67052
1836,2012,Dundee City,Unknown,All,0,0
1837,2013,Dundee City,Under 20yrs old,All,NA,NA
1838,2013,Dundee City,20 to 24 yrs old,All,NA,NA
1839,2013,Dundee City,25 to 29 yrs old,All,NA,NA
1840,2013,Dundee City,30 to 34 yrs old,All,NA,NA
1841,2013,Dundee City,35 to 39 yrs old,All,NA,NA
1842,2013,Dundee City,40 to 44 yrs old,All,NA,NA
1843,2013,Dundee City,45+ yrs old,All,NA,NA
1844,2013,Dundee City,Unknown,All,NA,NA
1845,2014,Dundee City,Under 20yrs old,All,25,5.2521
1846,2014,Dundee City,20 to 24 yrs old,All,39,8.19328
1847,2014,Dundee City,25 to 29 yrs old,All,92,19.32773
1848,2014,Dundee City,30 to 34 yrs old,All,120,25.21008
1849,2014,Dundee City,35 to 39 yrs old,All,87,18.27731
1850,2014,Dundee City,40 to 44 yrs old,All,64,13.44538
1851,2014,Dundee City,45+ yrs old,All,49,10.29412
1852,2014,Dundee City,Unknown,All,0,0
1853,2015,Dundee City,Under 20yrs old,All,41,10.99196
1854,2015,Dundee City,20 to 24 yrs old,All,25,6.70241
1855,2015,Dundee City,25 to 29 yrs old,All,61,16.35389
1856,2015,Dundee City,30 to 34 yrs old,All,93,24.93298
1857,2015,Dundee City,35 to 39 yrs old,All,66,17.69437
1858,2015,Dundee City,40 to 44 yrs old,All,44,11.79625
1859,2015,Dundee City,45+ yrs old,All,43,11.52815
1860,2015,Dundee City,Unknown,All,0,0
1861,2016,Dundee City,Under 20yrs old,All,31,9.6875
1862,2016,Dundee City,20 to 24 yrs old,All,23,7.1875
1863,2016,Dundee City,25 to 29 yrs old,All,58,18.125
1864,2016,Dundee City,30 to 34 yrs old,All,77,24.0625
1865,2016,Dundee City,35 to 39 yrs old,All,61,19.0625
1866,2016,Dundee City,40 to 44 yrs old,All,34,10.625
1867,2016,Dundee City,45+ yrs old,All,36,11.25
1868,2016,Dundee City,Unknown,All,0,0
1869,2017,Dundee City,Under 20yrs old,All,31,8.61111
1870,2017,Dundee City,20 to 24 yrs old,All,32,8.88889
1871,2017,Dundee City,25 to 29 yrs old,All,51,14.16667
1872,2017,Dundee City,30 to 34 yrs old,All,78,21.66667
1873,2017,Dundee City,35 to 39 yrs old,All,66,18.33333
1874,2017,Dundee City,40 to 44 yrs old,All,42,11.66667
1875,2017,Dundee City,45+ yrs old,All,60,16.66667
1876,2017,Dundee City,Unknown,All,0,0
1877,2019,Dundee City,Under 20yrs old,All,10,3.30033
1878,2019,Dundee City,20 to 24 yrs old,All,22,7.26073
1879,2019,Dundee City,25 to 29 yrs old,All,34,11.22112
1880,2019,Dundee City,30 to 34 yrs old,All,85,28.05281
1881,2019,Dundee City,35 to 39 yrs old,All,65,21.45215
1882,2019,Dundee City,40 to 44 yrs old,All,44,14.52145
1883,2019,Dundee City,45+ yrs old,All,43,14.19142
1884,2019,Dundee City,Unknown,All,0,0
1885,2006,City of Edinburgh,Under 20yrs old,All,75,6.64894
1886,2006,City of Edinburgh,20 to 24 yrs old,All,227,20.12411
1887,2006,City of Edinburgh,25 to 29 yrs old,All,281,24.91135
1888,2006,City of Edinburgh,30 to 34 yrs old,All,252,22.34043
1889,2006,City of Edinburgh,35 to 39 yrs old,All,146,12.94326
1890,2006,City of Edinburgh,40 to 44 yrs old,All,103,9.13121
1891,2006,City of Edinburgh,45+ yrs old,All,44,3.90071
1892,2006,City of Edinburgh,Unknown,All,0,0
1893,2007,City of Edinburgh,Under 20yrs old,All,59,4.5107
1894,2007,City of Edinburgh,20 to 24 yrs old,All,227,17.35474
1895,2007,City of Edinburgh,25 to 29 yrs old,All,324,24.77064
1896,2007,City of Edinburgh,30 to 34 yrs old,All,293,22.40061
1897,2007,City of Edinburgh,35 to 39 yrs old,All,221,16.89602
1898,2007,City of Edinburgh,40 to 44 yrs old,All,105,8.02752
1899,2007,City of Edinburgh,45+ yrs old,All,79,6.03976
1900,2007,City of Edinburgh,Unknown,All,0,0
1901,2008,City of Edinburgh,Under 20yrs old,All,78,5.41667
1902,2008,City of Edinburgh,20 to 24 yrs old,All,230,15.97222
1903,2008,City of Edinburgh,25 to 29 yrs old,All,368,25.55556
1904,2008,City of Edinburgh,30 to 34 yrs old,All,300,20.83333
1905,2008,City of Edinburgh,35 to 39 yrs old,All,233,16.18056
1906,2008,City of Edinburgh,40 to 44 yrs old,All,141,9.79167
1907,2008,City of Edinburgh,45+ yrs old,All,90,6.25
1908,2008,City of Edinburgh,Unknown,All,0,0
1909,2009,City of Edinburgh,Under 20yrs old,All,69,6.32447
1910,2009,City of Edinburgh,20 to 24 yrs old,All,163,14.94042
1911,2009,City of Edinburgh,25 to 29 yrs old,All,247,22.63978
1912,2009,City of Edinburgh,30 to 34 yrs old,All,218,19.98167
1913,2009,City of Edinburgh,35 to 39 yrs old,All,196,17.96517
1914,2009,City of Edinburgh,40 to 44 yrs old,All,121,11.09074
1915,2009,City of Edinburgh,45+ yrs old,All,77,7.05775
1916,2009,City of Edinburgh,Unknown,All,0,0
1917,2010,City of Edinburgh,Under 20yrs old,All,64,5.3467
1918,2010,City of Edinburgh,20 to 24 yrs old,All,165,13.78446
1919,2010,City of Edinburgh,25 to 29 yrs old,All,217,18.12865
1920,2010,City of Edinburgh,30 to 34 yrs old,All,266,22.22222
1921,2010,City of Edinburgh,35 to 39 yrs old,All,246,20.55138
1922,2010,City of Edinburgh,40 to 44 yrs old,All,140,11.69591
1923,2010,City of Edinburgh,45+ yrs old,All,99,8.27068
1924,2010,City of Edinburgh,Unknown,All,0,0
1925,2011,City of Edinburgh,Under 20yrs old,All,66,5.6314
1926,2011,City of Edinburgh,20 to 24 yrs old,All,151,12.88396
1927,2011,City of Edinburgh,25 to 29 yrs old,All,225,19.19795
1928,2011,City of Edinburgh,30 to 34 yrs old,All,235,20.05119
1929,2011,City of Edinburgh,35 to 39 yrs old,All,228,19.45392
1930,2011,City of Edinburgh,40 to 44 yrs old,All,160,13.65188
1931,2011,City of Edinburgh,45+ yrs old,All,107,9.12969
1932,2011,City of Edinburgh,Unknown,All,0,0
1933,2012,City of Edinburgh,Under 20yrs old,All,33,3.46275
1934,2012,City of Edinburgh,20 to 24 yrs old,All,96,10.07345
1935,2012,City of Edinburgh,25 to 29 yrs old,All,165,17.31375
1936,2012,City of Edinburgh,30 to 34 yrs old,All,211,22.14061
1937,2012,City of Edinburgh,35 to 39 yrs old,All,188,19.72718
1938,2012,City of Edinburgh,40 to 44 yrs old,All,140,14.69045
1939,2012,City of Edinburgh,45+ yrs old,All,120,12.59182
1940,2012,City of Edinburgh,Unknown,All,0,0
1941,2013,City of Edinburgh,Under 20yrs old,All,51,4.38521
1942,2013,City of Edinburgh,20 to 24 yrs old,All,96,8.25451
1943,2013,City of Edinburgh,25 to 29 yrs old,All,201,17.28289
1944,2013,City of Edinburgh,30 to 34 yrs old,All,260,22.35598
1945,2013,City of Edinburgh,35 to 39 yrs old,All,233,20.03439
1946,2013,City of Edinburgh,40 to 44 yrs old,All,157,13.49957
1947,2013,City of Edinburgh,45+ yrs old,All,165,14.18745
1948,2013,City of Edinburgh,Unknown,All,0,0
1949,2014,City of Edinburgh,Under 20yrs old,All,50,4.27716
1950,2014,City of Edinburgh,20 to 24 yrs old,All,94,8.04106
1951,2014,City of Edinburgh,25 to 29 yrs old,All,167,14.28571
1952,2014,City of Edinburgh,30 to 34 yrs old,All,258,22.07015
1953,2014,City of Edinburgh,35 to 39 yrs old,All,226,19.33276
1954,2014,City of Edinburgh,40 to 44 yrs old,All,169,14.4568
1955,2014,City of Edinburgh,45+ yrs old,All,205,17.53636
1956,2014,City of Edinburgh,Unknown,All,0,0
1957,2015,City of Edinburgh,Under 20yrs old,All,69,5.47619
1958,2015,City of Edinburgh,20 to 24 yrs old,All,103,8.1746
1959,2015,City of Edinburgh,25 to 29 yrs old,All,187,14.84127
1960,2015,City of Edinburgh,30 to 34 yrs old,All,262,20.79365
1961,2015,City of Edinburgh,35 to 39 yrs old,All,251,19.92063
1962,2015,City of Edinburgh,40 to 44 yrs old,All,187,14.84127
1963,2015,City of Edinburgh,45+ yrs old,All,201,15.95238
1964,2015,City of Edinburgh,Unknown,All,0,0
1965,2016,City of Edinburgh,Under 20yrs old,All,72,4.89796
1966,2016,City of Edinburgh,20 to 24 yrs old,All,121,8.23129
1967,2016,City of Edinburgh,25 to 29 yrs old,All,233,15.85034
1968,2016,City of Edinburgh,30 to 34 yrs old,All,270,18.36735
1969,2016,City of Edinburgh,35 to 39 yrs old,All,273,18.57143
1970,2016,City of Edinburgh,40 to 44 yrs old,All,210,14.28571
1971,2016,City of Edinburgh,45+ yrs old,All,291,19.79592
1972,2016,City of Edinburgh,Unknown,All,0,0
1973,2017,City of Edinburgh,Under 20yrs old,All,58,4.69256
1974,2017,City of Edinburgh,20 to 24 yrs old,All,83,6.71521
1975,2017,City of Edinburgh,25 to 29 yrs old,All,195,15.7767
1976,2017,City of Edinburgh,30 to 34 yrs old,All,231,18.68932
1977,2017,City of Edinburgh,35 to 39 yrs old,All,220,17.79935
1978,2017,City of Edinburgh,40 to 44 yrs old,All,198,16.01942
1979,2017,City of Edinburgh,45+ yrs old,All,250,20.22654
1980,2017,City of Edinburgh,Unknown,All,1,0.08091
1981,2019,City of Edinburgh,Under 20yrs old,All,61,5
1982,2019,City of Edinburgh,20 to 24 yrs old,All,73,5.98361
1983,2019,City of Edinburgh,25 to 29 yrs old,All,184,15.08197
1984,2019,City of Edinburgh,30 to 34 yrs old,All,229,18.77049
1985,2019,City of Edinburgh,35 to 39 yrs old,All,248,20.32787
1986,2019,City of Edinburgh,40 to 44 yrs old,All,185,15.16393
1987,2019,City of Edinburgh,45+ yrs old,All,239,19.59016
1988,2019,City of Edinburgh,Unknown,All,1,0.08197
1989,2006,Na h-Eileanan Siar,Under 20yrs old,All,8,28.57143
1990,2006,Na h-Eileanan Siar,20 to 24 yrs old,All,7,25
1991,2006,Na h-Eileanan Siar,25 to 29 yrs old,All,6,21.42857
1992,2006,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
1993,2006,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
1994,2006,Na h-Eileanan Siar,40 to 44 yrs old,All,0,0
1995,2006,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
1996,2006,Na h-Eileanan Siar,Unknown,All,0,0
1997,2007,Na h-Eileanan Siar,Under 20yrs old,All,8,22.22222
1998,2007,Na h-Eileanan Siar,20 to 24 yrs old,All,11,30.55556
1999,2007,Na h-Eileanan Siar,25 to 29 yrs old,All,8,22.22222
2000,2007,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2001,2007,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
2002,2007,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2003,2007,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2004,2007,Na h-Eileanan Siar,Unknown,All,0,0
2005,2008,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2006,2008,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2007,2008,Na h-Eileanan Siar,25 to 29 yrs old,All,8,27.58621
2008,2008,Na h-Eileanan Siar,30 to 34 yrs old,All,7,24.13793
2009,2008,Na h-Eileanan Siar,35 to 39 yrs old,All,0,0
2010,2008,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2011,2008,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2012,2008,Na h-Eileanan Siar,Unknown,All,0,0
2013,2009,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2014,2009,Na h-Eileanan Siar,20 to 24 yrs old,All,0,0
2015,2009,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2016,2009,Na h-Eileanan Siar,30 to 34 yrs old,All,5,33.33333
2017,2009,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
2018,2009,Na h-Eileanan Siar,40 to 44 yrs old,All,0,0
2019,2009,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2020,2009,Na h-Eileanan Siar,Unknown,All,0,0
2021,2010,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2022,2010,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2023,2010,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2024,2010,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2025,2010,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
2026,2010,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2027,2010,Na h-Eileanan Siar,45+ yrs old,All,5,15.15152
2028,2010,Na h-Eileanan Siar,Unknown,All,0,0
2029,2011,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2030,2011,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2031,2011,Na h-Eileanan Siar,25 to 29 yrs old,All,5,13.15789
2032,2011,Na h-Eileanan Siar,30 to 34 yrs old,All,7,18.42105
2033,2011,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
2034,2011,Na h-Eileanan Siar,40 to 44 yrs old,All,6,15.78947
2035,2011,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2036,2011,Na h-Eileanan Siar,Unknown,All,0,0
2037,2012,Na h-Eileanan Siar,Under 20yrs old,All,0,0
2038,2012,Na h-Eileanan Siar,20 to 24 yrs old,All,9,32.14286
2039,2012,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2040,2012,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2041,2012,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
2042,2012,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2043,2012,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2044,2012,Na h-Eileanan Siar,Unknown,All,0,0
2045,2013,Na h-Eileanan Siar,Under 20yrs old,All,0,0
2046,2013,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2047,2013,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2048,2013,Na h-Eileanan Siar,30 to 34 yrs old,All,5,23.80952
2049,2013,Na h-Eileanan Siar,35 to 39 yrs old,All,6,28.57143
2050,2013,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2051,2013,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2052,2013,Na h-Eileanan Siar,Unknown,All,0,0
2053,2014,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2054,2014,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2055,2014,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2056,2014,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2057,2014,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
2058,2014,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2059,2014,Na h-Eileanan Siar,45+ yrs old,All,5,20.83333
2060,2014,Na h-Eileanan Siar,Unknown,All,0,0
2061,2015,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2062,2015,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2063,2015,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2064,2015,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2065,2015,Na h-Eileanan Siar,35 to 39 yrs old,All,5,17.85714
2066,2015,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2067,2015,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2068,2015,Na h-Eileanan Siar,Unknown,All,0,0
2069,2016,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2070,2016,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2071,2016,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2072,2016,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2073,2016,Na h-Eileanan Siar,35 to 39 yrs old,All,7,20.58824
2074,2016,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2075,2016,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2076,2016,Na h-Eileanan Siar,Unknown,All,0,0
2077,2017,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2078,2017,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2079,2017,Na h-Eileanan Siar,25 to 29 yrs old,All,NA,NA
2080,2017,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2081,2017,Na h-Eileanan Siar,35 to 39 yrs old,All,5,26.31579
2082,2017,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2083,2017,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2084,2017,Na h-Eileanan Siar,Unknown,All,0,0
2085,2019,Na h-Eileanan Siar,Under 20yrs old,All,NA,NA
2086,2019,Na h-Eileanan Siar,20 to 24 yrs old,All,NA,NA
2087,2019,Na h-Eileanan Siar,25 to 29 yrs old,All,0,0
2088,2019,Na h-Eileanan Siar,30 to 34 yrs old,All,NA,NA
2089,2019,Na h-Eileanan Siar,35 to 39 yrs old,All,NA,NA
2090,2019,Na h-Eileanan Siar,40 to 44 yrs old,All,NA,NA
2091,2019,Na h-Eileanan Siar,45+ yrs old,All,NA,NA
2092,2019,Na h-Eileanan Siar,Unknown,All,0,0
2093,2006,Falkirk,Under 20yrs old,All,23,7.37179
2094,2006,Falkirk,20 to 24 yrs old,All,52,16.66667
2095,2006,Falkirk,25 to 29 yrs old,All,84,26.92308
2096,2006,Falkirk,30 to 34 yrs old,All,74,23.71795
2097,2006,Falkirk,35 to 39 yrs old,All,52,16.66667
2098,2006,Falkirk,40 to 44 yrs old,All,17,5.44872
2099,2006,Falkirk,45+ yrs old,All,10,3.20513
2100,2006,Falkirk,Unknown,All,0,0
2101,2007,Falkirk,Under 20yrs old,All,15,5.53506
2102,2007,Falkirk,20 to 24 yrs old,All,44,16.23616
2103,2007,Falkirk,25 to 29 yrs old,All,66,24.35424
2104,2007,Falkirk,30 to 34 yrs old,All,67,24.72325
2105,2007,Falkirk,35 to 39 yrs old,All,41,15.12915
2106,2007,Falkirk,40 to 44 yrs old,All,26,9.5941
2107,2007,Falkirk,45+ yrs old,All,12,4.42804
2108,2007,Falkirk,Unknown,All,0,0
2109,2008,Falkirk,Under 20yrs old,All,10,3.38983
2110,2008,Falkirk,20 to 24 yrs old,All,46,15.59322
2111,2008,Falkirk,25 to 29 yrs old,All,60,20.33898
